t,a_x,a_y,a_z,w_x,w_y,w_z
0,-1.94208005867264832389196,1.007704599266494582821,9.80137197564272533156782,-0.00519654678168975439622734,0.010171443396099179995451,-0.00577886363993347119960564
0.00500000000000000010408341,-1.99197821142327757826251,1.14908459992891431866724,9.83846310640705112859905,-0.0104979474303899603104817,0.0134567236595427627138255,-0.0020432306456112459339125
0.0100000000000000002081668,-1.98435501860765350912175,1.10366217890117357391944,9.80009262763508459670447,-0.00194464865652178419547225,0.010059035522170491766536,0.000838761833987585955774158
0.0149999999999999994448885,-2.14843117349652867886789,1.10095573781092737064569,9.91193735157898281329381,-0.0103653232985930036924582,0.0148715970166270316371593,-0.00393650548077931899948467
0.0200000000000000004163336,-1.94980749222017646360428,0.920406576787764163505301,10.0267873572117949265703,-0.00283689243776484665421345,0.0110924516069162114317859,-0.00559592790587703538263131
0.0250000000000000013877788,-2.0794579122435727924767,1.12798125614963762330945,9.89578266951745000312712,-0.00927159181482455595213477,0.0160743045397374606508833,-0.00300349936368592054097837
0.029999999999999998889777,-1.99627052080451505844394,0.968925449254604775894961,9.925821300690447657189,-0.00821061651909675560556678,0.0154607082885080890366503,-0.00292782592757221587012606
0.0350000000000000033306691,-1.97829186374128651593196,0.994166237988210022002988,9.88501933175175651058453,-0.00955851001626814231193485,0.0160501777388306204885637,-0.00118327777363907526812781
0.0400000000000000008326673,-1.9723258400188965477895,1.0486476196750202927177,9.86940066806330129622893,-0.00722061092608469647785574,0.00992964248453778036695994,0.00587383735726426225304264
0.0449999999999999983346655,-1.94122019182347926857801,0.979058693077018316053284,9.9668382121192031775081,-0.00673532839216496939660495,0.0153494708889296820747417,0.00426114010736507523025018
0.0500000000000000027755576,-1.99780997953446748383044,1.05741812453610983801866,9.83737399144906099479613,-0.00833521480215612675657155,0.0121071229873680498434485,0.00156233641572214778520111
0.0550000000000000002775558,-2.06224230876216463315131,0.997780402757092454990584,9.94198575212543644852303,-0.0132133213631029592521893,0.0111346963662141557049878,0.0058361918019096768045495
0.059999999999999997779554,-1.9837023995160820710737,0.920854659712082357359009,9.95361186128047314980449,-0.00849720597350108082512765,0.0114418357113972926630829,0.00635943220771852807393643
0.065000000000000002220446,-1.89179230886457072635665,0.878307417319099004160421,9.9625567922919646690616,-0.00783298352016946648757045,0.0109047451171451759144304,0.00897337817940031118313371
0.0700000000000000066613381,-2.04086848048232871732921,1.12046375528837138801919,9.92523411654837595108347,-0.00744892166422287359262011,0.0151402346446376581678983,0.00594400435979700568489559
0.0749999999999999972244424,-1.93336003271530842972936,0.947425812775757436590141,9.84163958982714781598133,-0.0150804505921893275410817,0.00598234822638007805728488,0.00981185673527612892130811
0.0800000000000000016653345,-2.06945824062545202792762,1.15190228132967575902512,9.83149242515831822686323,-0.0105684321000601259832319,0.0114764561489963962809258,0.0112970169736606573102078
0.0850000000000000061062266,-2.01460076074294169856671,1.00437759605011733832214,10.0100336758007877335785,-0.00951601417462502423283421,0.0112988828128448310500476,0.0143873041111238671174721
0.0899999999999999966693309,-1.90518502776448994673331,0.924600640692004205334342,9.95542152485196751854346,-0.0150545576772870975945651,0.0132368227416826429038155,0.0133261727537027935969194
0.095000000000000001110223,-1.91455580416763782025669,1.04936571412575618822416,9.93458533677313049281565,-0.0124929874622428140062969,0.0113273711198846015191233,0.0137963720017481063229159
0.100000000000000005551115,-2.01805548468107254223014,0.986938185711146664935711,9.9097288563291527907495,-0.0111444357725469910674887,0.0152370835414189186030054,0.0219680238326756156752584
