t,q_x,q_y,q_z,q_w,p_x,p_y,p_z,v_x,v_y,v_z,b_w_x,b_w_y,b_w_z,b_a_x,b_a_y,b_a_z,s_q_x,s_q_y,s_q_z,s_q_w,s_p_x,s_p_y,s_p_z,
1403715273.26,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.31,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.36,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.41,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.46,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.51,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.56,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.61,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.66,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.71,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.76,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.81,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.86,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.91,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715273.96,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
1403715274.01,-0.828458823665,-0.0589559874514,-0.553640882159,0.0605139871198,0,0,0,0,0,0,0,0,0,0,0,0,0.00770717975556,-0.0104993233706,-0.701752800292,-0.712301460669,-0.0216401454975,-0.064676986768,0.00981073058949,
